/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_133.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_133.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_133.jpg, 0, 0, 0, 8.095047E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_249.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_249.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_249.jpg, 0, 0, 0, 7.991833E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_351.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_351.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_351.jpg, 0, 0, 0, 7.801874E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_463.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_463.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_463.jpg, 0, 0, 0, 7.845514E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_583.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_583.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_583.jpg, 0, 0, 0, 7.793587E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_705.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_705.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_705.jpg, 0, 0, 0, 7.880065E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_805.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_805.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_805.jpg, 0, 0, 0, 7.710797E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_31_924.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_31_924.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_31_924.jpg, 0, 0, 0, 8.174989E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_32_035.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_32_035.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_32_035.jpg, 0, 0, 0, 7.794774E-05
/Users/howiechau/Desktop/Data/IMG/center_2020_03_27_10_51_32_148.jpg, /Users/howiechau/Desktop/Data/IMG/left_2020_03_27_10_51_32_148.jpg, /Users/howiechau/Desktop/Data/IMG/right_2020_03_27_10_51_32_148.jpg, 0, 0, 0, 8.301433E-05
